No.,Call Type,Contacts Alias,City,Province,Country,Call ID,
127,Group Call,Oberoesterreich,,,,2325,
128,Group Call,Steiermark,,,,2326,
129,Group Call,Tirol,,,,2327,
130,Group Call,Kaernten,,,,2328,
131,Group Call,Vorarlberg,,,,2329,
132,Group Call,United Kingdom 4,,,,2350,
133,Group Call,Chat,,,,2351,
134,Group Call,Chat,,,,2352,
135,Group Call,Chat,,,,2353,
136,Group Call,Ireland,,,,2354,
137,Group Call,Scotland,,,,2355,
138,Group Call,Wales,,,,2357,
139,Group Call,Denmark Nordjyll,,,,2381,
140,Group Call,Denmark Midtjyll,,,,2382,
141,Group Call,Denmark Syddanma,,,,2383,
142,Group Call,Denmark Copenhag,,,,2384,
143,Group Call,Denmark Sjaellan,,,,2385,
144,Group Call,Regional SM0,,,,2400,
145,Group Call,Regional SM1,,,,2401,
146,Group Call,Regional SM2,,,,2402,
147,Group Call,Regional SM3,,,,2403,
148,Group Call,Regional SM4,,,,2404,
149,Group Call,Regional SM5,,,,2405,
150,Group Call,Regional SM6,,,,2406,
151,Group Call,Regional SM7,,,,2407,
152,Group Call,SM Tactical,,,,2411,
153,Group Call,XRF699N/YSF699,,,,2415,
154,Group Call,Regional OH0,,,,2440,
155,Group Call,Regional OH1,,,,2441,
156,Group Call,Regional OH2,,,,2442,
157,Group Call,Regional OH3,,,,2443,
158,Group Call,Regional OH4,,,,2444,
159,Group Call,Regional OH5,,,,2445,
160,Group Call,Regional OH6,,,,2446,
161,Group Call,Regional OH7,,,,2447,
162,Group Call,Regional OH8,,,,2448,
163,Group Call,Regional OH9,,,,2449,
164,Group Call,Russia Global,,,,2501,
165,Group Call,XRF250A Bridge,,,,2502,
166,Group Call,DSTAR-SU / 24009,,,,2503,
167,Group Call,Ukraine bridge D,,,,2555,
168,Group Call,Emergency Ukrain,,,,2559,
169,Group Call,Sachsen-Anhalt/M,,,,2620,
170,Group Call,Berlin/Brandenbu,,,,2621,
171,Group Call,Hamburg/Schleswi,,,,2622,
172,Group Call,Niedersachsen/Br,,,,2623,
173,Group Call,Nordrhein-Westfa,,,,2624,
174,Group Call,Rheinland-Pfalz/,,,,2625,
175,Group Call,Hessen,,,,2626,
176,Group Call,Baden-Wu00fcrtte,,,,2627,
177,Group Call,Bayern,,,,2628,
178,Group Call,Sachsen/Thu00fcr,,,,2629,
179,Group Call,Regional North,,,,2681,
180,Group Call,Regional Center,,,,2682,
181,Group Call,Capital,,,,2683,
182,Group Call,South,,,,2684,
183,Group Call,Algarve,,,,2685,
184,Group Call,Azores,,,,2686,
185,Group Call,Madeira Is.,,,,2687,
186,Group Call,Canada English (,,,,3026,
187,Group Call,Canada Francais ,,,,3027,
188,Group Call,USA - Nationwide,,,,3100,
189,Group Call,Alabama,,,,3101,
190,Group Call,Alaska,,,,3102,
191,Group Call,Arizona,,,,3104,
192,Group Call,Arkansas,,,,3105,
193,Group Call,California,,,,3106,
194,Group Call,Colorado,,,,3108,
195,Group Call,Connecticut,,,,3109,
196,Group Call,Deleware,,,,3110,
197,Group Call,D.C.,,,,3111,
198,Group Call,Florida,,,,3112,
199,Group Call,Georgia,,,,3113,
200,Group Call,Hawaii,,,,3115,
201,Group Call,Idaho,,,,3116,
202,Group Call,Illinois,,,,3117,
203,Group Call,Indiana,,,,3118,
204,Group Call,Iowa,,,,3119,
205,Group Call,Kansas,,,,3120,
206,Group Call,Kentucky,,,,3121,
207,Group Call,Louisiana,,,,3122,
208,Group Call,Maine,,,,3123,
209,Group Call,Maryland,,,,3124,
210,Group Call,Massachusetts,,,,3125,
211,Group Call,Michigan,,,,3126,
212,Group Call,Minnesota,,,,3127,
213,Group Call,Mississippi,,,,3128,
214,Group Call,Missouri,,,,3129,
215,Group Call,Montana,,,,3130,
216,Group Call,Nebraska,,,,3131,
217,Group Call,Nevada,,,,3132,
218,Group Call,New Hampshire,,,,3133,
219,Group Call,New Jersey,,,,3134,
220,Group Call,New Mexico,,,,3135,
221,Group Call,New York,,,,3136,
222,Group Call,North Carolina,,,,3137,
223,Group Call,North Dakota,,,,3138,
224,Group Call,Ohio,,,,3139,
225,Group Call,Oklahoma,,,,3140,
226,Group Call,Oregon,,,,3141,
227,Group Call,Pennsylvania,,,,3142,
228,Group Call,Rhode Island,,,,3144,
229,Group Call,South Carolina,,,,3145,
230,Group Call,South Dakota,,,,3146,
231,Group Call,Tennessee,,,,3147,
232,Group Call,Texas,,,,3148,
233,Group Call,Utah,,,,3149,
234,Group Call,Vermont,,,,3150,
235,Group Call,Virginia,,,,3151,
236,Group Call,Washington,,,,3153,
237,Group Call,West Virginia,,,,3154,
238,Group Call,Wisconsin,,,,3155,
239,Group Call,Wyoming,,,,3156,
240,Group Call,Allstar,,,,3167,
241,Group Call,Midwest,,,,3169,
242,Group Call,Northeast,,,,3172,
243,Group Call,Mid-Atlantic,,,,3173,
244,Group Call,Southeast,,,,3174,
245,Group Call,Southern Plains,,,,3175,
246,Group Call,Southwest,,,,3176,
247,Group Call,Mountain,,,,3177,
248,Group Call,XE 1,,,,3341,
249,Group Call,XE 2,,,,3342,
250,Group Call,XE 3,,,,3343,
251,Group Call,Disconnect,,,,4000,
252,Group Call,Berlin-Brandenbu,,,,4016,
253,Group Call,Switzerland Germ,,,,4060,
254,Group Call,Switzerland Fren,,,,4061,
255,Group Call,Switzerland Ital,,,,4062,
256,Group Call,Bern / Solothurn,,,,4063,
257,Group Call,Basel,,,,4064,
258,Group Call,Aargau / Zentral,,,,4065,
259,Group Call,Ostschweiz,,,,4069,
260,Group Call,Norway,,,,4242,
261,Group Call,Ref-ITA,,,,4250,
262,Group Call,Ref-ITA-Zona1,,,,4251,
263,Group Call,Ref-ITA-Zona2,,,,4252,
264,Group Call,Ref-ITA-Zona3,,,,4253,
265,Group Call,Ref-ITA-Zona4,,,,4254,
266,Group Call,Ref-ITA-Zona5,,,,4255,
267,Group Call,Ref-ITA-Zona6,,,,4256,
268,Group Call,Ref-ITA-Zona7,,,,4257,
269,Group Call,Ref-ITA-Zona8,,,,4258,
270,Group Call,Ref-ITA-Zona9,,,,4259,
271,Group Call,Ref-ITA-Zona0,,,,4260,
272,Group Call,Poland (260),,,,4280,
273,Group Call,Poland Tech (260,,,,4281,
274,Group Call,France 0,,,,4300,
275,Group Call,France Mediterra,,,,4301,
276,Group Call,France Alpes 2,,,,4302,
277,Group Call,France Midi Pyre,,,,4303,
278,Group Call,France Est 4,,,,4304,
279,Group Call,France Ouest,,,,4305,
280,Group Call,France Atlantiqu,,,,4306,
281,Group Call,France Nord 7,,,,4307,
282,Group Call,France Centre 8,,,,4308,
283,Group Call,France DOM-TOM 9,,,,4309,
284,Group Call,France Ile De Fr,,,,4310,
285,Group Call,France/DCS033C 1,,,,4316,
286,Group Call,France/XRF067C 1,,,,4317,
287,Group Call,Canada English,,,,4326,
288,Group Call,Canada Francais,,,,4327,
289,Group Call,XRF007 B,,,,4370,
290,Group Call,United Kingdom,,,,4400,
291,Group Call,Chat,,,,4401,
292,Group Call,Chat,,,,4402,
293,Group Call,Chat,,,,4403,
294,Group Call,Ireland,,,,4404,
295,Group Call,Scotland,,,,4405,
296,Group Call,Wales,,,,4407,
297,Group Call,S.West,,,,4410,
298,Group Call,S.East,,,,4411,
299,Group Call,North West,,,,4412,
300,Group Call,Ireland Chat,,,,4414,
301,Group Call,Scotland Chat,,,,4415,
302,Group Call,North East,,,,4416,
303,Group Call,Wales Chat,,,,4417,
304,Group Call,Midlands,,,,4418,
305,Group Call,East of England,,,,4419,
306,Group Call,M62,,,,4426,
307,Group Call,Nederland,,,,4500,
308,Group Call,Noord Nederland,,,,4501,
309,Group Call,Midden Nederland,,,,4502,
310,Group Call,Zuid Nederland,,,,4503,
311,Group Call,Oost Nederland,,,,4504,
312,Group Call,Florida,,,,4600,
313,Group Call,Georgia,,,,4601,
314,Group Call,North Carolina,,,,4602,
315,Group Call,Texas,,,,4603,
316,Group Call,Mi5-STATEWIDE1 (,,,,4636,
317,Group Call,Mi5-STATEWIDE2 (,,,,4637,
318,Group Call,Mi5-EVENT (31263,,,,4638,
319,Group Call,USA - Nationwide,,,,4639,
320,Group Call,USA - Area 0,,,,4640,
321,Group Call,USA - Area 1,,,,4641,
322,Group Call,USA - Area 2,,,,4642,
323,Group Call,USA - Area 3,,,,4643,
324,Group Call,USA - Area 4,,,,4644,
325,Group Call,USA - Area 5,,,,4645,
326,Group Call,USA - Area 6,,,,4646,
327,Group Call,USA - Area 7,,,,4647,
328,Group Call,USA - Area 8,,,,4648,
329,Group Call,USA - Area 9,,,,4649,
330,Group Call,Belgium,,,,4750,
331,Group Call,Belgi Noord,,,,4751,
332,Group Call,Belgique Sud,,,,4752,
333,Group Call,Belgien Ost,,,,4753,
334,Group Call,Hungary,,,,4770,
335,Group Call,XE (334),,,,4790,
336,Group Call,XE 1 (3341),,,,4791,
337,Group Call,XE 2 (3342),,,,4792,
338,Group Call,XE 3 (3343),,,,4793,
339,Group Call,XE Experimental,,,,4799,
340,Group Call,Australia (505),,,,4805,
341,Group Call,Australia (5050),,,,4806,
342,Group Call,Norway,,,,4860,
343,Group Call,Ref info,,,,5000,
344,Group Call,XRF5000D (4806),,,,5050,
345,Group Call,Australian capit,,,,5051,
346,Group Call,Australia New So,,,,5052,
347,Group Call,Australia Victor,,,,5053,
348,Group Call,Australia Queens,,,,5054,
349,Group Call,South Australia,,,,5055,
350,Group Call,Western Australi,,,,5056,
351,Group Call,Australia Tasman,,,,5057,
352,Group Call,Australia Northe,,,,5058,
353,Group Call,VK-DMR-ROOM wire,,,,5059,
354,Group Call,Panama City,,,,7141,
355,Group Call,Colon,,,,7142,
356,Group Call,CE0,,,,7300,
357,Group Call,CE1,,,,7301,
358,Group Call,CE2,,,,7302,
359,Group Call,CE3,,,,7303,
360,Group Call,CE4,,,,7304,
361,Group Call,CE5,,,,7305,
362,Group Call,CE6,,,,7306,
363,Group Call,CE7,,,,7307,
364,Group Call,CE8,,,,7308,
365,Group Call,CE9,,,,7309,
366,Group Call,XLX177-Regione0,,,,8500,
367,Group Call,XLX177-Regione1,,,,8501,
368,Group Call,XLX177-Regione2,,,,8502,
369,Group Call,XLX177-Regione3,,,,8503,
370,Group Call,XLX177-Regione4,,,,8504,
371,Group Call,XLX177-Regione5,,,,8505,
372,Group Call,XLX177-Regione6,,,,8506,
373,Group Call,XLX177-Regione7,,,,8507,
374,Group Call,XLX177-Regione8,,,,8508,
375,Group Call,XLX177-Regione9,,,,8509,
376,Group Call,XLX177-Italia,,,,8515,
377,Group Call,Crossroads State,,,,8710,
378,Group Call,TAC 1,,,,8951,
379,Group Call,TAC 2,,,,8952,
380,Group Call,TAC 3,,,,8953,
381,Group Call,TAC 4,,,,8954,
382,Group Call,TAC 5,,,,8955,
383,Group Call,TAC 6,,,,8956,
384,Group Call,TAC 7,,,,8957,
385,Group Call,TAC 8,,,,8958,
386,Group Call,TAC 9,,,,8959,
387,Group Call,XRF007 B,,,,9107,
388,Group Call,Emcom EU,,,,9112,
389,Group Call,XRF250B Bridge,,,,9502,
390,Group Call,*RUSSIA* (EchoLi,,,,9504,
391,Group Call,Bridge to Radioc,,,,9505,
392,Group Call,Emcom US,,,,9911,
393,Group Call,Parrot,,,,9990,
394,Group Call,NorCal Meter,,,,9999,
395,Group Call,XLX145/DStar,,,,20206,
396,Group Call,WiresX Room Gree,,,,20208,
397,Group Call,Regio Keistad,,,,20421,
398,Group Call,Regio IJsselmond,,,,20441,
399,Group Call,YSF444,,,,20494,
400,Group Call,Belgium ON4TOP Y,,,,20601,
401,Group Call,Belgium North YS,,,,20602,
402,Group Call,Corsica,,,,20821,
403,Group Call,Lille Local,,,,20859,
404,Group Call,UA 1,,,,22801,
405,Group Call,UA 2,,,,22802,
406,Group Call,UA 3,,,,22803,
407,Group Call,UA 4,,,,22804,
408,Group Call,XRF490 B,,,,22810,
409,Group Call,S.West,,,,23500,
410,Group Call,S.East,,,,23510,
411,Group Call,N.West,,,,23520,
412,Group Call,Ireland Chat,,,,23540,
413,Group Call,Scotland Chat,,,,23550,
414,Group Call,North East,,,,23560,
415,Group Call,M62 Corridor,,,,23562,
416,Group Call,Wales Chat,,,,23570,
417,Group Call,Midlands,,,,23580,
418,Group Call,East of England,,,,23590,
419,Group Call,Regional OH3 Tam,,,,24431,
420,Group Call,Regional OH3 Lah,,,,24432,
421,Group Call,Kyiv city,,,,25501,
422,Group Call,Vinnyts`ka obl,,,,25502,
423,Group Call,Volyns`ka obl,,,,25503,
424,Group Call,Dnirpo obl,,,,25504,
425,Group Call,Donets`ka obl,,,,25505,
426,Group Call,Zhytomyrs`ka obl,,,,25506,
427,Group Call,Zakarpats`ka obl,,,,25507,
428,Group Call,Zaporiz`ka obl,,,,25508,
429,Group Call,Ivano frankivs`k,,,,25509,
430,Group Call,Kyivs`ka obl,,,,25510,
431,Group Call,Crimea,,,,25511,
432,Group Call,Kropyvnyts`kyj o,,,,25512,
433,Group Call,Lugans`ka obl,,,,25513,
434,Group Call,Lvivs`ka obl,,,,25514,
435,Group Call,Mykolaivs`ka obl,,,,25515,
436,Group Call,Odes`ka obl,,,,25516,
437,Group Call,Poltavs`ka obl,,,,25517,
438,Group Call,Rivnens`ka obl,,,,25518,
439,Group Call,Sums`ka obl,,,,25519,
440,Group Call,Ternopils`ka obl,,,,25520,
441,Group Call,Kharkivs`ka obl,,,,25521,
442,Group Call,Khersons`ka obl,,,,25522,
443,Group Call,Khmel`nyts`ka ob,,,,25523,
444,Group Call,Cherkas`ka obl,,,,25524,
445,Group Call,Chernigivs`ka ob,,,,25525,
446,Group Call,Chernivets`ka ob,,,,25526,
447,Group Call,Sevastopol,,,,25527,
448,Group Call,Emergency Zakarp,,,,25599,
449,Group Call,Poland Tech,,,,26040,
450,Group Call,Chaoswelle,,,,26223,
451,Group Call,Canada BC 1,,,,30271,
452,Group Call,Canada BC 2,,,,30272,
453,Group Call,Alabama Link,,,,31010,
454,Group Call,QuadNet-BM,,,,31012,
455,Group Call,Cal 1,,,,31061,
456,Group Call,Mountain West,,,,31062,
457,Group Call,Mountain West 1,,,,31063,
458,Group Call,NorCal AllStar,,,,31065,
459,Group Call,SoCal,,,,31066,
460,Group Call,SoCal 1,,,,31067,
461,Group Call,NorCal,,,,31068,
462,Group Call,NorCal 1,,,,31069,
463,Group Call,VCDRC,,,,31070,
464,Group Call,Alert Radio,,,,31079,
465,Group Call,Hytera USA,,,,31089,
466,Group Call,USA - Area 0 464,,,,31090,
467,Group Call,USA - Area 1 464,,,,31091,
468,Group Call,USA - Area 2 464,,,,31092,
469,Group Call,USA - Area 3 464,,,,31093,
470,Group Call,USA - Area 4 464,,,,31094,
471,Group Call,USA - Area 5 464,,,,31095,
472,Group Call,USA - Area 6 464,,,,31096,
473,Group Call,USA - Area 7 464,,,,31097,
474,Group Call,USA - Area 8 464,,,,31098,
475,Group Call,USA - Area 9 464,,,,31099,
476,Group Call,FCDMR,,,,31121,
477,Group Call,MNDMR,,,,31127,
478,Group Call,BYRG,,,,31201,
479,Group Call,XRF210 D,,,,31210,
480,Group Call,XRF054 C,,,,31254,
481,Group Call,Mi5-STATEWIDE1,,,,31261,
482,Group Call,Mi5-STATEWIDE2,,,,31262,
483,Group Call,Mi5-EVENT1,,,,31263,
484,Group Call,Mi5-EVENT3,,,,31265,
485,Group Call,SNARS 6968,,,,31268,
486,Group Call,WMTG,,,,31269,
487,Group Call,AARG,,,,31274,
488,Group Call,XRF813 A,,,,31281,
489,Group Call,MPRG,,,,31301,
490,Group Call,Nevada 1,,,,31321,
491,Group Call,Las Vegas,,,,31327,
492,Group Call,SNARS (Reno/Taho,,,,31328,
493,Group Call,SNARS 2,,,,31329,
494,Group Call,NJPAAsterisk,,,,31340,
495,Group Call,New Jersey South,,,,31341,
496,Group Call,Upstate NY,,,,31361,
497,Group Call,Bronx TRBO,,,,31362,
498,Group Call,Tristate,,,,31420,
499,Group Call,Pennsylvania Tac,,,,31421,
500,Group Call,Texas 1,,,,31481,
501,Group Call,WICEN,,,,50566,
502,Group Call,VK2GP-ND wires-x,,,,50591,
503,Group Call,VK3KAY-ROOM wire,,,,50592,
504,Group Call,YSF001 wires-x,,,,50593,
505,Group Call,YSF001,,,,50599,
506,Group Call,Montevideo,,,,74801,
507,Group Call,Montevideo,,,,74802,
508,Group Call,Artigas,,,,74803,
509,Group Call,Canelones,,,,74804,
510,Group Call,Cerro Largo,,,,74805,
511,Group Call,Colonia,,,,74806,
512,Group Call,Durazno,,,,74807,
513,Group Call,Flores,,,,74808,
514,Group Call,Florida,,,,74809,
515,Group Call,Lavalleja,,,,74810,
516,Group Call,Maldonado,,,,74811,
517,Group Call,Paysandu00fa,,,,74812,
518,Group Call,R Negro,,,,74813,
519,Group Call,Rivera,,,,74814,
520,Group Call,Rocha,,,,74815,
521,Group Call,Salto,,,,74816,
522,Group Call,San Josu00e9,,,,74817,
523,Group Call,Soriano,,,,74818,
524,Group Call,,,,,74819,
525,Group Call,Treinta y Tres,,,,74820,
526,Group Call,CX TAC 1,,,,74830,
527,Group Call,CX TAC 2,,,,74840,
528,Group Call,PAPA*,,,,97272,
529,Group Call,DV4 Chat,,,,202011,
530,Group Call,DMO Chat,,,,202012,
531,Group Call,Room Fontenay,,,,208003,
532,Group Call,Room Malmaison,,,,208007,
533,Group Call,Room Paris 15,,,,208075,
534,Group Call,Room Nangis,,,,208077,
535,Group Call,Room Villebon,,,,208091,
536,Group Call,Room Villebon2,,,,208093,
537,Group Call,Room Come Belle ,,,,208201,
538,Group Call,Room Planfoy,,,,208204,
539,Group Call,Room Saint-Peray,,,,208205,
540,Group Call,Room Les Andrieu,,,,208209,
541,Group Call,Room Tour Crieu,,,,208301,
542,Group Call,Room Toulouse,,,,208302,
543,Group Call,Room F1ULQ,,,,208404,
544,Group Call,Room Dangolsheim,,,,208405,
545,Group Call,Room La Rochelle,,,,208617,
546,Group Call,Reunion Island,,,,208647,
547,Group Call,Room Pic Neulos,,,,208766,
548,Group Call,Room Perpignan,,,,208799,
549,Group Call,Room Auneuil,,,,208900,
550,Group Call,Room Lille,,,,208905,
551,Group Call,Room Mesnil/Bull,,,,208922,
552,Group Call,Room Nancy,,,,208954,
553,Group Call,Room Valencienne,,,,208959,
554,Group Call,Room Boulogne,,,,208962,
555,Group Call,Room Paris,,,,208980,
556,Group Call,Room Pontarlier,,,,208990,
557,Group Call,Room Verbier,,,,228111,
558,Group Call,XRF040 A,,,,268940,
559,Group Call,XRF040 B,,,,268941,
560,Group Call,XRF789 B,,,,268942,
561,Group Call,Connecticut PVRA,,,,310991,
562,Group Call,Parrot,,,,310997,
563,Group Call,USA - Tennessee,,,,314700,
564,Group Call,NASA,,,,316272,
565,Group Call,JSC,,,,316273,
566,Group Call,Room Saint-Benoi,,,,647010,
567,Group Call,Reunion Island,,,,647647,
568,Group Call,XRF724 B,,,,724942,
569,Group Call,XRF724 C,,,,724943,
570,Group Call,Russia / Ivanovo,,,,950600,
571,Group Call,Russia / RT9K,,,,950601,
572,Group Call,Russia / RT9K / ,,,,950602,
573,Group Call,Russia / Moscow ,,,,950603,
574,Group Call,Russia / Moscow ,,,,950604,
575,Group Call,Russia / Ekateri,,,,950605,
576,Group Call,Russia / Saint P,,,,950606,
577,Group Call,Russia / Verkhna,,,,950607,
578,Group Call,Russia / Kalinin,,,,950608,
579,Group Call,Russia / Syktyvk,,,,950609,
580,Group Call,Russia / Chelyab,,,,950610,
581,Group Call,Russia / Moscow ,,,,950611,
582,Group Call,Russia / Omsk,,,,950612,
583,Group Call,PI2NOS,,,,2049125,
584,Group Call,XRF088 A,,,,2049881,
585,Group Call,XRF088 B,,,,2049882,
586,Group Call,France/DCS033C 1,,,,2080332,
587,Group Call,France/XRF067C 1,,,,2080673,
588,Group Call,WIRESX-Room-ITA,,,,2229192,
589,Group Call,YSF-BM2221,,,,2229193,
590,Group Call,NEARC,,,,3103827,
591,Group Call,XRF740 C,,,,5059742,
