Repeater ID,Callsign,City,State,Country,Frequency,Color Code,Offset,Assigned,TimeSlot,Trustee,MapInfo,Map,IPSC
110601,WB6ECE,Bonny Doon,California,United States,44058750,2,5000,Peer,TS1 TS2,KA6SQG,,0,Brandmeister
110602,AA4CD,Carlsbad,California,United States,44730000,3,5000,Master,TS1 TS2,AA4CD,,0,BrandMeister
110603,WB6PQM,Walnut Creek,California,United States,44415000,1,5000,Peer,TS1 TS2,WB6PQM,,0,Brandmeister
110604,KF6GOI,THOUSAND OAKS,California,United States,44556000,1,5000,Master,TS1 TS2,KF6GOI,,0,West Brandmeister
110605,K6UHF,Wrightwood,California,United States,44974000,7,5000,Peer,TS1 TS2,K6UHF,,0,BrandMeister
110607,KA7QQV,alameda ,California,United States,44350000,1,5000,Peer,TS1 TS2,KA7QQV,,0,brandmeister
110608,KE6UPI,Murrieta,California,United States,44240000,1,5000,Master,TS1 TS2,KE6UPI,,0,BrandMeister
110609,WX6D,San Luis Obisopo,California,United States,44343750,1,5000,Peer,TS1 TS2,N6IB,,0,Brandmeister
110610,WB6PQM,Walnut Creek,California,United States,92750000,3,25000,Peer,TS1 TS2,WB6PQM,,0,Brandmeister
110611,KC6KGE,Taft,California,United States,44112500,1,5000,Peer,TS1 TS2,KC6KGE,,0,Brandmister
110612,WX6D,Hanford,California,United States,44253750,1,5000,Peer,TS1 TS2,N6IB,,0,Brandmiester 
110613,WB6PQM,Walnut Creek,California,United States,44265000,1,5000,Peer,TS1 TS2,WB6PQM,,0,Brandmeister
110614,AD1U,SAN JOSE,California,United States,44331250,1,5000,Master,TS1,AD1U,,0,12
110615,AD1U,SAN JOSE,California,United States,44330000,1,5000,Peer,TS1 TS2,AD1U,,0,Philippines
110616,KM6AYR,Murrieta,California,United States,44102500,1,0000,Peer,TS2,KM6AYR,,0,BrandMeister
110617,WD6AML,Alpine,California,United States,44790000,1,5000,Master,TS1 TS2,WA6PYJ,See westernstatesdmrcom,1,Western States DMR
110618,KE6UPI,Murrieta,California,United States,44740000,2,5000,Peer,TS1 TS2,KE6UPI,,0,BrandMeister
110619,W6HDC,El Cajon,California,United States,44606250,1,5000,Master,TS1 TS2,W6HDC,,1,Mountain West
110620,KF6YB,El Cajon,California,United States,44990000,1,5000,Master,TS1 TS2,KF6YB,,0,Brandmeister
110621,AD1U,SAN JOSE,California,United States,44182500,1,5000,Peer,TS1 TS2,AD1U,,0,Philippines 515
110622,W6ELL,Horseshoe Bend,California,United States,44626000,1,5000,Peer,TS1 TS2,W6ELL,,0,Brandmeister
110623,K6LNK,Davis,California,United States,92728750,3,25000,Peer,Select Linked T,N6JOA,,0,NorCal BrandMeister
110624,K6LNK,Davis,California,United States,14498750,3,25000,Peer,TS1 TS2,N6JOA,,0,NorCal BrandMeister
110625,K6CLX,Calexico,California,United States,44970000,1,5000,Master,TS1 TS2,KI6YAA,,1,BrandMeister
110626,N6JLY,Glendale,California,United States,44568000,1,5000,None,Mixed Mode,N6PET,,0,None
110627,K6JWN,Dixon,California,United States,44218750,2,5000,Peer,TS1 TS2,K6JWN,,0,Brandmeister
110628,K6PUW,Los Angeles,California,United States,44720000,1,5000,Peer,TS1 TS2,WB5EKU,,0,BrandMeister
110629,K6TZ,Santa Barbara,California,United States,44520000,1,5000,Peer,TS1 TS2,W1UUQ,,0,BM
110630,WB6PQM,WALNUT CREEK,California,United States,92750000,3,25000,Peer,TS1 TS2,WB6PQM,,0,Brandmeister
110631,WA6JQV,Vacaville,California,United States,92738750,1,25000,None,TS1,WA6JQV,,0,BM
110632,AB6BP,Mariposa,California,United States,44270000,1,5000,Master,Mixed Mode,AB6BP,,0,4852
110633,WB6YES,Palm Springs,California,United States,44541000,3,5000,Master,TS2,W6ONT,,0,BrandMeister
110634,WB6YES,Palm Springs,California,United States,44541000,3,5000,Master,TS2,W6ONT,,0,BrandMeister
110635,NR6J,Mount Shasta,California,United States,44227500,1,5000,None,TS1 TS2,NR6J,,0,Dynamic
110636,W6SS,San Diegto,California,United States,44816000,1,5000,Peer,TS1 TS2,W6SS,,0,San Diego
110637,WB6YES,PALM Springs,California,United States,44541000,3,5000,Peer,Mixed Mode,W6ONT,,0,BrandMeister
110638,WB6YES,PALM Springs,California,United States,44541000,3,5000,Peer,TS2,W6ONT,,0,BrandMeister
110639,K6JSI,Oceanside,California,United States,44880000,1,5000,Peer,TS1 TS2,K6UFX,,0,brandmeister
110640,AE6TV,San Bernardino,California,United States,44890000,1,5000,Peer,TS1 TS2,AE6TV,,0,Brandmeister
110641,W6TRW,Redondo Beach,California,United States,44946250,2,5000,Master,TS1 TS2,N6DSP,,1,Western States DMR
110642,W6EDX,Fresno,California,United States,44280000,1,5000,None,TS2,W6EDX,,0,5152
110643,KC6IAU,SAN FRANCISCO,California,United States,44157500,1,5000,Peer,TS1 TS2,KC6IAU,,0,Brandmeister
110644,N6VVY,San Diego,California,United States,44936000,1,5000,Master,TS1 TS2,N6VVY,,0,brandmeister
110646,K6UD,TORRANCE,California,United States,44826000,1,5000,Master,TS1,KK6N,,0,DMRMARC
110647,K6LLC,SAN JOSE,California,United States,44022500,1,5000,Peer,TS1 TS2,K6RMY,,0,PINOY 5153
110648,WG6R,Fairfield,California,United States,44340000,1,5000,Peer,TS1 TS2,WG6R,,0,Brandmeister
110649,WI6Y,Anaheim,California,United States,44946250,3,5000,Peer,TS1 TS2,WI6Y,,0,BM
110650,W2NOR,San Diego,California,United States,44520000,1,5000,Peer,TS1 TS2,AF6YU,,0,BM
110651,KG6NLW,Cloverdale,California,United States,44010000,1,5000,Peer,TS1 TS2,KG6NLW,,0,brandmeister
110652,KC2UFO,Merritt Island,Florida,United States,44477500,1,5000,Peer,TS1 TS2,AA4CD,,0,BrandMeister
110653,K6INC,LOS GATOS,California,United States,44395000,1,5000,Peer,TS1 TS2,AD1U,,0,Brandmeister
110654,W6EI,Palo Alto,California,United States,44160000,1,5000,Peer,TS1 TS2,W6EI,,0,BrandMeister
110655,KC6IAU,San Jose,California,United States,14710500,1,0600,Peer,TS1 TS2,KC6IAU,,0,Brandmeister
110656,K6LNK,Oakland,California,United States,92717500,5,25000,None,TS1 TS2,N6JOA,,0,BrandMeister
110657,KC6KGE,Taft,California,United States,44157500,1,5000,Peer,TS1 TS2,KC6KGE,,0,Brandmeister
110658,K6IRF,Claremont,California,United States,44826000,5,5000,Peer,Mixed Mode,K6IRF,,0,Brandmeister
110659,KQ6RC,Santa Clara,California,United States,44487500,3,5000,Master,Mixed Mode,KQ6RC,,0,BrandmeisterDmrmarc
110660,K6HN,Pacifica,California,United States,44067500,1,5000,Master,TS1 TS2,K6HN,,0,VIRN
110661,AI6BX,Redlands,California,United States,44946250,3,5000,Peer,TS1 TS2,AI6BX,,0,Brandmeister
110662,KJ6WZS,Gilroy,California,United States,44352500,0,5000,Master,TS2,K6ATV,,0,DMRMARC
110666,K6LO,Angwin,California,United States,44007500,1,5000,Peer,TS1 TS2,K6LO,,0,brandmeister
110667,K7FED,Tracy,California,United States,44220000,3,5000,Peer,TS1 TS2,K7FED,,0,brandmiester
110668,K6DAN,Torrance,California,United States,44826000,1,5000,Master,TS1 TS2,K6DAN,,0,Brandmeister
110669,N6RVI,San Diego,California,United States,44996000,3,5000,Peer,TS1 TS2,N6RVI,,0,Brandmeister
110670,KK6USZ,Saratoga,California,United States,44195000,1,5000,Master,TS1 TS2,WA6AXX,,0,Brandmeister
110671,N7OEI,San Diego,California,United States,44985000,1,5000,Master,TS1 TS2,KF6YB,,0,Brandmeister
110672,K6LO,Middletown,California,United States,44010000,2,5000,Peer,TS1 TS2,K6LO,,0,brandmeister
110673,KC9GKA,Riverside,California,United States,14523000,1,0600,Peer,TS1 TS2,KC9GKA,,0,Brandmeister
110674,N2IX,Calexico,California,United States,44902500,5,5000,None,TS1 TS2,N2IX,,0,Brandmeister
110675,K6LNK,Stonyford,California,United States,92717500,6,25000,Peer,TS1 TS2,N6JOA,,0,BrandMeister
110676,KK6TTJ,San Clemente,California,United States,14465000,1,2900,None,Mixed Mode,KK6TTJ,,0,None
110677,AF6YU,san diego,California,United States,44520000,1,5000,Peer,TS1 TS2,AF6YU,,0,BM
110678,AA6DP,Catalina,California,United States,14709000,1,0600,None,Mixed Mode,WI6Y ,,0,BM
110679,KB6CIO,SAN MIGUEL,California,United States,44417500,1,5000,Peer,TS1 TS2,KB6CIO,,0,Brandmeister
110680,N6RPV,Rancho Palos Verdes,California,United States,44572000,1,5000,None,Mixed Mode,N6NNW,,0,BRANDMEISTER
110681,KQ6RC,HAYWARD,California,United States,22394000,3,1600,Master,TS1 TS2,KQ6RC,,0,DMR MARKBM
110682,K6LO,Angwin,California,United States,14785500,1,0600,Peer,TS1 TS2,K6LO,,0,brandmeister
110683,WW6BAY,Palo Alto,California,United States,44435000,1,5000,Master,TS1 TS2,KJ6VU,,0,Brandmeister
110684,KQ6RC,HAYWARD,California,United States,44180000,4,5000,Master,TS1 TS2,KQ6RC,,0,DMR MARKBM
110685,KQ6RC,HAYWARD ,California,United States,14731500,5,0600,Master,TS1 TS2,KQ6RC,,0,DMRMARKBM
110687,KB6PLH,San DiegoPalomar Mt,California,United States,44814000,11,5000,Peer,TS1 TS2,KB6PLH,,0,BrandMeister
110688,K6RET,Bakersfield,California,United States,44300000,1,5000,Peer,TS1 TS2,K6RET,,0,Brandmeister
110689,AF6FB,Lake Forest,California,United States,44686000,11,5000,None,TS1 TS2,AF6FB,,0,BrandMeister
110691,N6MIK,Yorba Linda,California,United States,44654000,8,5000,Peer,Mixed Mode,N6MIK,,0,Brandmeister
110693,WA6TIP,Sebastopol,California,United States,44482500,1,5000,None,TS1 TS2,WA6TIP,,0,Brandmeister
110694,KB6LED,Hayward,California,United States,44496250,1,5000,Peer,TS1 TS2,KB6LED,,0,KB6LED
110695,WX6D,Soquel,California,United States,44353750,1,5000,Master,TS1 TS2,N6IB,,0,Mountain West DMR
110696,KK6KD,SAN DIEGO,California,United States,44846000,1,5000,Peer,TS1 TS2,KK6KD,,0,Brandmeister
110699,K7AZ,Lompoc,California,United States,44335000,7,5000,Peer,TS1 TS2,K7AZ,Bench Testing New DMR Repeater,0,BrandMeister
110700,K6LNK,Grayson,California,United States,92717500,9,25000,Peer,TS1 TS2,N6JOA,,0,BrandMeister
110701,K6LO,St Helena,California,United States,44010000,1,5000,Peer,TS1 TS2,K6LO,,0,BrandMeister
111201,W4MCO,Orlando,Florida,United States,44316250,11,5000,Master,TS1 TS2,N2HBX,,0,DMR
111202,NX4DN,WACSSIA,Florida,United States,44302500,1,5000,Peer,TS1 TS2,K4GFD,TS 1 TG 13 WW EngbrTS 1 TG 3 North AmerbrTS 2 TG 3174 SE RegionalbrTS 2 TG 3112 Florida State widebrTS 2 TG 2 Local NetworkbrTS 2 TG 9 Local RptrbrTS 2 TG 310 PTTbrTS 2 TG 311 PTTbrbrContact Norm K4GFDbrEmail k4gfd1gmailcombrWebsite httpk4usdnet,1,K4USD
111203,WD4WDW,Lake Buena Vista,Florida,United States,44400000,3,5000,Master,TS1 TS2,N2ZXS,,1,NJTurbo
111204,N4IRS,Port Salerno,Florida,United States,44497500,1,5000,Peer,TS1 TS2,N4IRS,,0,None
111205,AF4JC,Middleburg,Florida,United States,44260000,1,5000,Master,Mixed Mode,AF4JC,,0,Brandmiester
111206,KG4IDD,ESPANIOLA,Florida,United States,44340000,1,5000,Peer,TS1 TS2,KG4IDD,,1,Jacksonville Fl
111207,KJ4SHL,Tampa Downtown,Florida,United States,000000,0,0,Master,TS1 TS2,KJ4SHL,,0,MotoDMR
111208,NX4DN,PORTABLE RPT,Florida,United States,44417500,1,5000,Peer,TS1 TS2,K4GFD,,0,K4USD
111209,KJ4YZI,Vero Beach,Florida,United States,44432500,1,5000,Peer,TS1 TS2,KB4OVL,,0,Brandmeister
111210,N4KEG,Lakeland,Florida,United States,44466250,1,5000,Master,TS1 TS2,N4KEG,,1,K4USD
111211,W4MO,Englewood,Florida,United States,14680500,1,0600,None,TS1 TS2,W4MO,,1,BrandMeister
111212,N3OS,DADE CITY,Florida,United States,44237500,1,5000,Peer,TS1 TS2,N3OS,,0,K4USD
111213,KM4WUD,Portable ,Florida,United States,43900000,0,5000,Master,TS1 TS2,KD2KWD,,0,MotoDMR
111214,KJ4SHL,Drew Park,Florida,United States,44261250,15,5000,Peer,TS1 TS2,KJ4SHL,httpkj4shlcomdmr4426125drewparkbrbr,1,BrandMeister
111215,KJ4YZI,Vero Beach,Florida,United States,44432500,1,5000,Peer,TS1 TS2,KB4OVL,,0,Brandmiester
111216,KM4SM,Jacksonville,Florida,United States,44411500,2,5000,Peer,TS1 TS2,KM4SM,UHF  DMR,0,SRF
111217,W4DUX,Punta Gorda,Florida,United States,44292500,1,5000,Peer,TS1 TS2,KA1DJ,,1,Chicagoland
111218,K2DMR,Port St Lucie,Florida,United States,44085000,1,5000,Peer,TS1 TS2,WR2M,,0,nj turbo
111219,N4LJQ,MIAMI,Florida,United States,44360000,7,5000,Peer,Mixed Mode,N4LJQ,,0,BRANDMEISTER
111220,N4LJQ,SUNNY ISLES,Florida,United States,44295000,7,5000,Peer,Mixed Mode,N4LJQ,,0,BRANDMEISTER
111221,KC4GOL,LIVE OAK,Florida,United States,44360000,7,5000,Peer,Mixed Mode,KC4GOL,,0,BRANDMEISTER
111222,KN4GVY,St Petersburgh,Florida,United States,44397500,1,5000,Master,TS1 TS2,KJ4FEC,Florida Digital Amateur Radio NetworkbrwwwfdarncombrinfofdarncombrbrTime Slot 1brGroup Code 3  North America  PTT 15  brGroup Code 310  TAC 310   PTT 15brGroup Code 311  TAC 311   PTT 15brGroup Code 410  TAC 410   PTT 5brbrbrTime Slot 2brGroup Code 3112   Florida Worldwide PTT 5 brGroup Code 400  TAC 400   PTT 5brGroup Code 3174   South EastbrGroup Code 9  Local Repeater OnlybrGroup Code 2  FDarn Repeater System,1,FLDMR
111223,KN4GVY,Palm Harbor,Florida,United States,44457500,1,5000,Master,TS1 TS2,KJ4FEC,Florida Digital Amateur Radio NetworkbrwwwfdarncombrinfofdarncombrbrTime Slot 1brGroup Code 3  North America  PTT 15  brGroup Code 310  TAC 310   PTT 15brGroup Code 311  TAC 311   PTT 15brGroup Code 410  TAC 410   PTT 5brbrbrTime Slot 2brGroup Code 3112   Florida Worldwide PTT 5 brGroup Code 400  TAC 400   PTT 5brGroup Code 3174   South EastbrGroup Code 9  Local Repeater OnlybrGroup Code 2  FDarn Repeater System,1,FLDMR
111224,KP4CJ,Tampa,Florida,United States,44335000,1,5000,Master,TS2,KP4CJ,,0,Mixed Mode
111225,K4MRG,Melbourne,Florida,United States,44202500,1,5000,Master,TS1 TS2,KP4OO,,0, BrandMeister
111226,KJ4SHL,Land O Lakes,Florida,United States,43990000,0,5000,Master,TS1 TS2,KJ4SHL,,0,MotoDMR
112601,K8COP,Whitehall,Michigan,United States,44325000,1,5000,Peer,TS1 TS2,K8COP,,1,Mi5
112603,K8SN,Grand Rapids,Michigan,United States,44332500,1,5000,Master,TS1 TS2,K8SN,,0,BrandMeister
112604,W8OAK,Pontiac,Michigan,United States,44432500,1,5000,Peer,TS1 TS2,KD8ATK,1 63ARPSC1 TGID 8901 TS 1br2 63ARPSC2 TGID 8902 TS 2,0,
113601,WB2ZEX,Brooklyn,New York,United States,43827500,1,5000,Peer,TS1 TS2,WB2ZEX,Time Slotbr1  Group Call TG 444 NY Metro System wideFTbr1  Group Call TG 1  World Wide PTTbr1  Group Call TG 3  North AmericaPTTbr1  Group Call TG 13  World Wide EnglishPTTbr1  Group Call TG 3172  NE  RegionalPTTbr1  Group Call TG 310  Tac 310 PTTbr1  Group Call TG 311  Tac 311 PTTbr1  Group Call TG 9998  Parrot  Audio Test ServerPTTbr2  member only private Talk Groupsbr,1,Bronx Trbo
113602,KC2NFB,East Meadow,New York,United States,44440000,1,5000,Peer,TS1 TS2,KC2NFB,Time Slotbr1  Group Call TG 444 NY Metro System wide  FTbr2  member only private Talk Groups,1,Bronx Trbo
113603,N2LEN,Warrensburg,New York,United States,44205000,1,5000,Master,TS1 TS2,N2LEN,,1,DMRMARC 
113604,N2ZTC,north Hebron,New York,United States,44230000,7,5000,Master,TS1 TS2,N2ZTC,,0,branmister
113605,WB2ERS,Long IslandNYC,New York,United States,44475000,1,5000,Peer,TS1 TS2,WB2ERS,,0,GARA
113606,WB2ERS,Albany,New York,United States,44475000,1,5000,Peer,TS1 TS2,WB2ERS,,1,GARA
113607,WB2ERS,WiltonMcGregor,New York,United States,44465000,1,5000,Peer,TS1 TS2,WB2ERS,,1,GARA
113608,N1NDN,WiltonMcGregor,New York,United States,14537000,1,0600,Peer,TS1 TS2,N1NDN,,1,GARA
113609,W2TUP,Tupper Lake,New York,United States,44602500,1,5000,Peer,TS1 TS2,K2WW,,0,GARA
113610,K2WW,Cranberry Lake ,New York,United States,44475000,1,5000,Peer,TS1 TS2,K2WW,,1,GARA
113611,K2WW,Parishville,New York,United States,14707500,1,0600,Peer,TS1 TS2,K2WW,,1,GARA
113612,W2RGM,Dix Hills,New York,United States,44852500,1,5000,Peer,TS1 TS2,W2RGM,,1,GARA
113613,W2RGM,Dix Hills,New York,United States,14707500,1,0600,Peer,TS1 TS2,W2RGM,,1,GARA TS2 Latino TS1
113614,N2LEN,New Baltimore,New York,United States,44902500,1,5000,Master,TS1 TS2,N2LEN,,1,DMRMARC
113615,K2JRC,Bayside,New York,United States,43858750,3,5000,Peer,TS1 TS2,K2JRC,Time Slotbr1  Group Call TG 9 Local Talk Group  FTbr1  Group Call TG 9998  Parrot Audio Test ServerPTTbr1  Group Call TG 3  North America   PTTbr1  Group Call TG 310  Tac 310 Talk Group  PTTbr1  Group Call TG 311  Tac 311 Talk Group  PTTbr2  Group Call TG 444 NY Metro System wideFTbrbrYou Must Have ARS Disabled Within Your RadiobrbrCoverage Area brbrContact Name Jerry K2JRCbrEmail jerrycudmorepoboxcom,1,Bronx TRBO
113616,K2JRC,Manhattan NYC,New York,United States,43856250,2,5000,Master,TS1 TS2,K2JRC,Time Slotbr1  Group Call TG 347639 Disney FT  for information on this TG click to go to the BEARS website br1  Group Call  TG 9 Local Talk Group  FTbr1  Group Call  TG 9998  Parrot Audio Test Serverbr1  Group Call TG 3  North America   PTTbr1  Group Call TG 310  Tac 310 Talk Group  PTTbr1  Group Call TG 311  Tac 311 Talk Group  PTTbr2  Group Call TG 444 NY Metro System wideFT,1,Bronx Trbo
113618,KB2LFH,York Town Hts,New York,United States,44156250,3,5000,Peer,TS1 TS2,KB2LFH,,0,BrandMeister
113619,K2ATY,Mt Beacon,New York,United States,44101875,10,5000,Peer,TS1 TS2,K2ATY,Time Slot 1  Group Call 1  World Wide Sat NetbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 3172  NortheastbrTime Slot 1  Group Call 3181  New EnglandbrTime Slot 1  Group Call 3136  NY StatewidebrTime Slot 1  Group Call 310  TAC310brTime Slot 1  Group Call 113  UA113brTime Slot 2  Group Call 3109  CT SW SNE brTime Slot 2  Group Call 9  Local SitebrTime Slot 2  Group Call 311  TAC311brTime Slot 2  Group Call 123  UA123brbr  PTT User ActivatedbrbrYou Must Have ARS Disabled Within Your RadiobrbrContact Al K2ATYbrWebsite httpnedecnorg,1,NEDECN
113620,K2JRC,Glen Oaks,New York,United States,43861250,3,5000,Master,TS1 TS2,K2JRC,Time Slotbr1  Group Call TG 444 NY Metro System wideFTbr1  Group Call TG 347639 Disney FT for information about this TG click to go to the BEARS websitebr2  member only private Talk Groupsbr,1,Bronx Trbo
113621,NY4Z,Manhattan,New York,United States,44205000,7,5000,Peer,TS1 TS2,NY4Z,Time Slotbr1  Group Call TG 444 NY Metro System wideFTbr2   member only private TGbrbrcontact BernieNY4Zbrwwwnydmrnet,1,NYDMR
113622,W2WCR,North Creek,New York,United States,44225000,1,5000,Peer,TS1 TS2,N2LBT,,0,BrandMeister
113623,NY4Z,Briarcliff Manor,New York,United States,44360000,3,5000,Peer,TS1 TS2,NY4Z,Time Slotbr 1  Group Call TG 444 NY Metro System Wide  FTbr 1   Group Call TG9998 Parrot audio test PTTbr 2  Members Only private Talk Groupbrbrcontact Bernie NY4Zbrwwwnydmrnet,1,NYDMR
113624,KE2EMS,Parishville,New York,United States,44230000,1,5000,Peer,TS1 TS2,KE2EMS,Local  TG 2 TS 2 Wide area coverageNorthern NY  Canadabr Upstate NY  TG 31361 TS 1br New York Statewide TG 3136 TS 2br North America TG 3 TS 1br WorldwideTG 1 TS 1br Worldwide English TG 13 TS 1br New England 1TG 8 TS 2 br New England 2TG 3181 TS 2 br VermontTG 3150 TS 2br Canada WideTG 302 TS 1br Ontario Wide TG 3023 TS 2br Tac 310 TG 310 TS 1br Tac 311 TG 311 TS 1br UA 113 TG 113 TS 1 br US 123 TG 123 TS 1 brbr  PTTbrbrYou Must Have ARS Disabled in Your RadiobrbrTrusteeKE2EMSbrContact Email KE2EMSTWCCOM,1,CANTRBO
113625,W2RGM,huntington,New York,United States,44847500,1,5000,Peer,TS1 TS2,W2RGM,,1,cantrbo
113626,W2OM,Lockport,New York,United States,44462500,1,5000,None,Mixed Mode,W2OM,,0,None
113627,N2YQT,Lake Luzerne,New York,United States,44500000,1,5000,Master,TS1 TS2,N2YQT,,0,BrandMeister
113628,KC2WBX,Lockport,New York,United States,44371250,1,5000,Master,TS1 TS2,KC2WBX,,0,Other
113629,NY4Z,Mahopac,New York,United States,44061875,3,5000,Peer,TS1 TS2,NY4Z,Time Slotbr1  Group Call TG 444 NY Metro System Wide  FTbr2  Members Only private Talk Groupbrbrcontact Bernie NY4Zbrwwwnydmrnet,0,NYDMR
113630,NY1FD,New Rochelle,New York,United States,14549500,1,0600,Peer,TS1 TS2,W2MAC,,1,Bronx TRBO
113631,K2HR,Yorktown,New York,United States,44062500,7,5000,Peer,TS1 TS2,NY4Z,,1,Bronx TRBO
113632,KM4WUD,Albany,New York,United States,44400000,0,5000,Master,TS1 TS2,KD2KWD,,1,MotoDMR
113633,WW2FD,nassau ,New York,United States,14541000,1,5000,Master,TS1 TS2,N2NSA,,0,ipsc
113634,N2MCI,Kingston,New York,United States,44862500,1,5000,None,TS1 TS2,N2MCI,,0,BrandMeister
113635,KM4WUD,Athens,New York,United States,44257500,0,5000,Master,TS1 TS2,KD2KWD,Time Slot 1brGroup Call 1  Worldwide PTTbrGroup Call 3  North America PTTbrGroup Call 93  BMNorth America PTTbrGroup Call 113  UA English 1 PTTbrGroup Call 310  TAC310 PTTbrGroup Call 311  TAC311 PTTbrGroup Call 312  TAC312 PTTbrGroup Call 333  NYMetro TAC PTTbrGroup Call 3100  Bridge3100 ONbrGroup Call 3134  NJ Statewide PTTbrGroup Call 3136  NY Statewide ONbrGroup Call 3172  Northeast Region PTTbrGroup Call 31361  Upstate NY ONbrGroup Call 9998  DMRX Parrot PTTbrbrTime Slot 2brGroup Call 9  Local RepeaterbrGroup Call 123  UA English 2 PTTbrGroup Call 444  NYMetro ONbrGroup Call 31342  North Jersey PTTbrGroup Call 31360  TriState PTTbrbrWebsite httpmotodmrnetrepeatersathensny,1,MotoDMR
113636,WZ2Y,Montauk,New York,United States,44320000,1,5000,Master,TS1 TS2,WZ2Y,300 AGLbrbrTime Slot 1  Group Call 1  World Wide Sat NetbrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 3172  NortheastbrTime Slot 1  Group Call 8801  NETAC1brTime Slot 1  Group Call 310  TAC310brTime Slot 1  Group Call 311  TAC311brTime Slot 1  Group Call 3136  NYbrTime Slot 2  Group Call 3181  New EnglandbrTime Slot 2  Group Call 3109  CT SNEbrTime Slot 2  Group Call 9  Local SitebrTime Slot 2  Group Call 8802  NETAC2,1,NEDECN
113637,NY4Z,Mahopac,New York,United States,44627500,10,5000,Peer,TS1 TS2,NY4Z,,0,NYDMR
113638,N2NUO,Waverly,New York,United States,44450000,1,5000,Master,TS1 TS2,N2NUO,,0,BrandMeister
113639,K1IMD,Eastern Long Island,New York,United States,43363750,1,5000,Peer,TS1 TS2,K1IMD,Desktop Portable Repeater  Test  Dev Machine,0,Network Agile
113640,N2USB,new hartford,New York,United States,44637500,2,5000,None,TS1 TS2,N2USB,,1,DMR
113641,N2CHP,rush,New York,United States,44422500,1,5000,Master,TS1,N2CHP,,0,brandmeister 
113645,KE2EMS,Ogdensburg,New York,United States,14679000,1,0600,None,TS1 TS2,KE2EMS,,0,Brandmeister
113648,KD2EHW,Gates,New York,United States,44305000,1,5000,Master,TS1,KD2EHW,,0,DMR
113649,KA2NDW,Clyde,New York,United States,44307500,3,5000,None,TS1 TS2,KA2NDW,,0,Brandmiester
113650,N2NUO,Waverly,New York,United States,44465000,1,5000,Master,TS1 TS2,N2NUO,,0,BrandMeister
113651,W1FPW,Buffalo,New York,United States,44597500,1,5000,Master,TS1 TS2,N4NJJ,,0,Brandmeister
113652,N2CID,Hamburg  South,New York,United States,44236250,1,5000,Peer,TS1 TS2,N2CID,Please visit httpwwwcidcommcom for more information,1,N2CID
113702,W4GG,Greensboro,North Carolina,United States,44422500,1,5000,Peer,TS1 TS2,W4JLH,,0,PRN
113704,N4TZD,Lexington,North Carolina,United States,44193750,1,5000,Peer,TS1 TS2,N4TZD,,0,PRN
113705,W4BSB,Margarettsville,North Carolina,United States,44235000,1,5000,Peer,TS1 TS2,W4BSB,,1,NC PRN
113706,KI4UDZ,Richfield,North Carolina,United States,44056250,1,5000,None,TS1 TS2,KI4UDZ,,0,Brandmeister
113901,KD8SPV,Ray,Ohio,United States,14689500,7,0600,None,TS1 TS2,W8JDA,,0,KD8SPV Network
113902,W8SDR,West Chester,Ohio,United States,44497500,1,5000,Master,Mixed Mode,W8SDR,,0,DMRMARC
113903,W8JL,portable,Ohio,United States,44260000,7,5000,Peer,TS1 TS2,W8JL,,0,brandmeister
113904,W8JL,marietta,Ohio,United States,44290000,7,5000,Peer,TS1 TS2,W8JL,,0,brandmeister
113905,WJ8Y,tiffin,Ohio,United States,44482500,1,5000,Peer,TS1 TS2,WJ8Y,,0,dmr
114801,KG5CNG,San Angelo,Texas,United States,44465000,1,5000,Master,TS2,W5ETJ,,0,Mixed
114802,N5OAK,Dripping Springs,Texas,United States,44130000,1,5000,Peer,TS1 TS2,KF5KBZ,,0,brandmeister
114803,WB5ITT,Houston Missouri Cit,Texas,United States,44450000,1,5000,None,Mixed Mode,WB5ITT,,0,Lonestar and BM
114804,KN5D,West Columbia,Texas,United States,44366250,1,5000,Peer,TS1 TS2,KN5D,,1,LoneStar CBridge
114805,KG5RKI,College Station,Texas,United States,44135000,1,5000,Peer,TS1 TS2,KG5RKI,,0,Brandmeister
114806,WD5GSL,Greenville,Texas,United States,44462500,1,5000,Peer,TS1 TS2,WB5KSD,,0,BRANDMEISTER
114808,KC5HWB,Midlothian,Texas,United States,44165000,9,5000,Peer,TS1 TS2,KC5HWB,,0,CBridge 20
114809,N5LUY,La Porte,Texas,United States,44285000,7,5000,Peer,TS1 TS2,N5LUY,,1,TXGULFCOAST
114810,KC5HWB,Grapevine,Texas,United States,43900000,1,0000,Peer,TS1 TS2,KC5HWB,,0,CBridge 20
114811,K5VOM,Royse City,Texas,United States,44177500,1,5000,Peer,TS1 TS2,K5VOM,,0,BrandMeister
114812,K5VOM,Greenville,Texas,United States,44197500,1,5000,Peer,TS1 TS2,K5VOM,wwwDMRTexasnet,0,CBridge 20
114813,N5SN,Farmersville,Texas,United States,44160000,1,5000,None,TS1 TS2,W5ZIT,,0,Brandmeister
114814,KD5HKQ,Houston,Texas,United States,44337500,1,5000,Master,Mixed Mode,KD5HKQ,,0,BM
114815,W5ZMV,Tomball,Texas,United States,44462500,5,5000,Peer,TS1 TS2,W5ZMV,,1,Lone Star
