Repeater ID,Callsign,City,State,Country,Frequency,Color Code,Offset,Assigned,TimeSlot,Trustee,MapInfo,Map,IPSC
302008,VE2KBS,Grandmere,Quebec,Canada,43833500,1,5000 ,30 klm,TS1,VE2KBS,,0,DMR
302009,VE2REX,Havelock,Quebec,Canada,44175000,1,5000,Peer,TS1 TS2,VA2SPB,,0,Brandmeister
302010,VE3PRV,Hammond,Ontario,Canada,44285000,1,5000,None,TS1 TS2,VA3ISP,,0,BM
302011,VE7WRP,Whistler,British Columbia,Canada,44385000,2,5000,Peer,TS1 TS2,VA7BC,,0,BCTRBO
302012,VE3RSB,Burlington,Ontario,Canada,44203750,1,5000,Peer,TS1 TS2,VA3VNA,,0,Brandmeister
302013,VA2RNT,Sherbrooke,Quebec,Canada,44810000,1,5000,Peer,TS1 TS2,VA2SS,,1,DMR
302014,VE9SBR,Shediac ,New Brunswick,Canada,14722500,1,0600,peer,TS1 TS2,VE9MP,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 3123  Maine StatewidebrTime Slot 2  Group Call 2  LocalbrbrYou Must Have ARS Disabled in Your RadiobrbrContact Name NBDMR Repeater GroupbrWebsite httpwwwnbdmrnet,0,CanTrbo
302015,VA2MB,Quebec,Quebec,Canada,44445000,1,5000,70,1 ,VE2MBK,Hytera RD982,0,Brandmeister
302016,VE2KBS,Grandmere,Quebec,Canada,43833500,1,5000,50 Klm,TS1,VE2KBS,,0,DMR Plus
302017,VE2RPU,Quebec,Quebec,Canada,44280000,1,5000,QUEBEC CITY,TS1  TS2,VE2JP,,0,BRANDMEISTER
302018,VE3OJE,Moose Creek,Ontario,Canada,14537000,1,0600,None,TS 2,VE3OAF,,1,BrandMeister
302019,VE3TYF,Moose Creek,Ontario,Canada,44305000,1,500,None,TS 2,VE3OJN,,0,BrandMeister
302020,VE7ATT,Kelowna,British Columbia,Canada,44260000,1,5000,3021,TS1 TS2,VA7MF,Testing phase in progress,0,BrandMeister
302021,VE3CSD,London,Ontario,Canada,44370000,1,50000,Peer,1,VE3CSD,,0,BrandMeister
302022,VA2RUR,La Baie,Quebec,Canada,44260000,7,5000,Master,1 and 2,VA2RUR,TG pronvincial and local,0,DMR
302023,VA2RXO,Montreal,Quebec,Canada,92718750,1,25000,Peer,TS1 TS2,VA2DG,TS1 3022brTS2 30220brRepeater is a VE2FXO QTH,1,Brandmeister
302024,VA1LUN,Western Shore,Nova Scotia,Canada,43042000,1,0,6535,1,VE1KLR,420 Network home of the ragchew 900pm AST 100am GTM,1,BrandMeisterDMR
302025,VA7WRP,Squamish,British Columbia,Canada,44385000,3,5000,Peer,1 and 2,VA7BC,On BCTRBO and PNW TRBO networks  Midway on BCHwy99 between West Vancouver and Whistler br,0,BCTRBO
302026,VA2VYZ,Sherbrooke,Quebec,Canada,43350000,1,00,Peer,TS1 TS2,VA2SS,,1,DMR
302027,VA3KWC,Waterloo,Ontario,Canada,44330000,1,5,BMCanada3021,TS1 TS2,VE3XDS,VA3KWC RepeaterbrbrPiStar MMDVM STM32DVMbrSupported ModesbrDMRbrDStarbr,1,BrandMeister
302028,VE3CQI,Toronto,Ontario,Canada,44492500,1,5000,Master,1,VE3CQI,,0,CanTrbo
302029,VE3CQI,Barrie,Ontario,Canada,44383750,1,5000,Peer,1,VE3CQI,,0,CanTrbo
302030,VA3LOW,Hamilton,Ontario,Canada,44383750,1,5000,Peer,1,VE3CQI,,0,CanTrbo
302031,VA2RHP2,Victoriaville,Quebec,Canada,44752500,1,50000,a venir,TS1 TS2,VE2MKJ,,0,DMRQ
302032,VE3RIG,Phelpston,Ontario,Canada,44205000,1,5000,Peer,TS1,VE3MIC,,0,BrandMeister
302033,VA7CRC,Chilliwack,British Columbia,Canada,44300000,1,5000, ,TS1 TS2 Linked,VE7GIE,Repeater currently under Development,0,Brandmeister
302034,VE9ACP,Crabbe Mountain,New Brunswick,Canada,14725500,1,0600,peer,TS1 TS2,VE9MP,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 2  Group Call 11  WW FrenchbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9998  ParrotbrTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 3123  Maine StatewidebrTime Slot 2  Group Call 3181  New EnglandbrTime Slot 2  Group Call 2  Local,0,CanTrbo
302101,VE1XPR,Springhill,Nova Scotia,Canada,14529000,1,0600,Peer,TS1 TS2,VE1EDP,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 2  Group Call 11  WW FrenchbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 3181  New EnglandbrTime Slot 2  Group Call 3123  Maine StatewidebrTime Slot 2  Group Call 2  LocalbrbrYou Must Have ARS Disabled in Your RadiobrbrContact Tobie Boutot VE9XABbrEmail mibrogerscom brWebsite httpwwwnbdmrcom,1,CANTRBO
302102,VE1JSR,Antigonish,Nova Scotia,Canada,44180000,1,5000,Peer,TS1 TS2,VE1JCS,,0,BM
302103,VA1DIG,Truro,Nova Scotia,Canada,44265000,1,5000,None,TS2,VE1AOE,,1,DMR
302200,VE2REX,Covey Hill,Quebec,Canada,44852500,1,5000,Peer,TS1 TS2,VA2SPB,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 11  WW FrenchbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 2  LocalbrbrYou Must Have ARS Disabled in Your RadiobrbrCoverage Area httpwwwdmrmarcnetimagesva2cyhcoveragejpgbrbrContact Alain Reid VA2SPBbrEmail va2spbcoveyhilltelecomcombrWebsite wwwve2cyhorg,1,DMRMARC Canada
302201,VA2RLD,St Calixte,Quebec,Canada,44315000,2,5000,Peer,TS1 TS2,VA2DU,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 11  WW FrenchbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 2  LocalbrbrYou Must Have ARS Disabled in Your RadiobrbrContact name Rene VE2RIbrEmail ve2rimailcom,1,DMRMARC Canada
302202,VA2LX,TroisRivieres,Quebec,Canada,44010000,0,5000,PEER,TS1 TS2,VE2NBZ,TS1 TG21 USA DMRbrTS2 TG4061 Suisse DMRbrTS2 TG4300 France DMRbrTS2 TG4350 Luxembourg DMRbrTS2 TG4581 Canada DMRbrTS2 TG4645 Louisiana DMRbrbrbrYou Must Have ARS Disabled in Your RadiobrbrContact name Eric Dufour VE2NBZbrEmail ve2nbzhotmailcom,1,
302203,VE2RCM,Montreal,Quebec,Canada,44762500,1,5000,Master,TS1 TS2,VE2YI,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 11  WW FrenchbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 2  LocalbrbrYou Must Have ARS Disabled in Your RadiobrbrCoverage Area httpsmapsgooglecommapsqhttpwww2raqicavhfpropaguserve2yicovsRAQIB9D8B42A1AC03zipoutputclassicdgfeaturebrbrContact Claude Everton VE2YIbrEmail cevertonsympaticocabrWebsite wwwve2rmporg,1,DMRMARC Canada
302204,VE2RBS,Tracy Sorel,Quebec,Canada,44887500,2,5000,Peer,TS1,VE2NBZ,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 11  WW FrenchbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 2  LocalbrbrYou Must Have ARS Disabled in Your RadiobrbrContact name Eric Dufour VE2NBZbrEmail ve2nbzhotmailcom,1,DMRMARC Canada
302205,VE2SXE,RIGAUD,Quebec,Canada,44307500,1,5000,Peer,TS1 TS2,VE2JKA,,0,DMRQ
302206,VA2RQF,Sherbrooke,Quebec,Canada,44220000,2,5000,Peer,TS1 TS2,VE2GQF,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 11  WW FrenchbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  CanadabrTime Slot 1  Group Call 310  TAC310brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  ManitobabrTime Slot 2  Group Call 3026  AlbertabrTime Slot 2  Group Call 3029  New BrunswickbrTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 2  LocalbrbrYou Must Have ARS Disabled in Your RadiobrbrWebsite httpwwwve2taxcombrbrContact VE2GQF,1,DMRMARC Canada
302207,VE2RRF,TroisRivieres ,Quebec,Canada,44275000,1,5000,None,TS1 TS2,VE2FJZ,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 11  WW FrenchbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  CanadabrTime Slot 1  Group Call 310  TAC310brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  ManitobabrTime Slot 2  Group Call 3026  AlbertabrTime Slot 2  Group Call 3029  New BrunswickbrTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 2  LocalbrbrYou Must Have ARS Disabled in Your RadiobrContact Luc VE2FJZbrEmail Lucb884gmailcom,1,CANTRBO
302208,VE2ROR,PointeClaire,Quebec,Canada,44317500,1,5000,Peer,TS1 TS2,VE2JKA,,1,DMRQ
302209,VA2DWE,Shawinigan,Quebec,Canada,44215000,2,5000,Peer,TS1 TS2,VE2DWE,,0,Brandmeister
302210,VE2OCZ,Havelock,Quebec,Canada,44995000,1,5000,Peer,TS1 TS2,VE2JKA,,1,DMRQ
302211,VE2DXI,PIERREFONDS,Quebec,Canada,44747500,1,5000,Peer,TS1 TS2,VE2JKA,,0,DMRQ
302212,VE2RHE,Sherbrooke,Quebec,Canada,44837500,7,5000,Peer,TS1 TS2,VE2MKJ,,1,DMRQ
302213,VE2MRC,Repentigny,Quebec,Canada,44847500,1,6000,Master,TS1 TS2,VE2PF,,1,DMRMARC Canada
302214,VA2CAV,MtOrford,Quebec,Canada,44325000,11,5000,Peer,TS1 TS2,VE2MKJ,,1,DMRQ
302215,VA2RIU,Crabtree,Quebec,Canada,44255000,2,5000,Master,TS1 TS2,VE2IU,,0,brandmeister
302216,VA2RHP,Lavenir,Quebec,Canada,44375000,1,5000,Peer,TS1 TS2,VE2MKJ,,1,DMRQ
302217,VE2RAU,SaintPie,Quebec,Canada,44452500,1,5000,Peer,TS1 TS2,VE2MKJ,,1,DMRQ
302218,VE2UCD,QUEBEC,Quebec,Canada,44862500,1,5000,Peer,TS1 TS2,VE2JKA,,1,DMRQ
302219,VA2RVB,StFelixdeValois,Quebec,Canada,44280000,2,5000,Master,TS1 TS2,VE2VB,,0,BrandMeister
302220,VE2RRC,Roxboro,Quebec,Canada,44350000,1,5000,Peer,TS1 TS2,VE2RI,,0,CC2
302221,VE2RWE,Dixville,Quebec,Canada,44812500,1,5000,Peer,TS1 TS2,VE2MKJ,,1,DMRQ
302222,VA2OZ,Montreal,Quebec,Canada,44237500,1,5000,Peer,TS1 TS2,VE2JKA,,1,DMRQ
302223,VE2JKA,Pierrefonds,Quebec,Canada,44837500,1,5000,Peer,TS1 TS2,VE2JKA,,1,DMRQ
302224,VE2RJN,MONTREAL,Quebec,Canada,44280000,1,5000,Master,TS1,VE2DQB,,0,69bc052ec06bsnmynetnamenet
302225,VA2RDG, LAVAL ,Quebec,Canada,44312500,1,50000,Peer,TS1 TS2,VE2JKA,,0,DMRQ
302226,VE2RAU,SaintPie,Quebec,Canada,14677500,2,0600,Peer,TS1 TS2,VE2MKJ,,0,DMRQ
302227,VE2RWJ,Roberval,Quebec,Canada,44995000,1,5000,Peer,TS1 TS2,VE2MKJ,,0,DMRQ
302228,VA2XPR,Provincewide,Quebec,Canada,43937500,1,76,Master,Mixed Mode,VA2VAX,,0,CANTRBO
302229,VE2TXD,princeville,Quebec,Canada,44345000,2,5000,Master,TS1 TS2,VE2MF,,0,mixed
302230,CANTRBO,DMRplus Gateway,Quebec,Canada,43981250,0,94,Master,TS1 TS2,VA2XPR,,0,CANTRBO
302231,VE2RHE2,Sherbrooke,Quebec,Canada,44747500,1,5000,Peer,TS1 TS2,VE2MKJ,,0,DMRQ
302232,VE2RRY,Chicoutimi,Quebec,Canada,44812500,2,5000,Master,TS1TS2,VE2XEN,,1,Brandmeister
302233,VA2DGR,SaintJeansurRiche,Quebec,Canada,44922500,2,5000,Peer,TS1 TS2,VA2DG,Located at VA2DG QTHbrTS1 TG3022 StaticbrTS2 TG30220 QTAC 320brTS2 TG30221 QTAC 321brTS2 TG30222 QTAC 322br,1,Brandmeister
302234,VA2RFI,Chicoutimi,Quebec,Canada,14665500,7,0600,Master,TS1 TS2,VA2NA,,1,Brandmeister
302236,VE2RVL,Laval,Quebec,Canada,44290000,1,5000,Master,Mixed Mode,VE2DJE,,0,Brndmeister
302237,VE2RPB,TroisRivieres,Quebec,Canada,44225000,1,5000,None,TS1 TS2,VE2IV,,0,DMR
302238,VA2RPE,SaguenayCentre,Quebec,Canada,14715000,7,0600,Master,TS1 TS2,VA2NA,,0,Brandmeister
302239,VE2RST,STHIPPOLYTE,Quebec,Canada,14513000,1,0600,Peer,Mixed Mode,VE2JKA,,0,DMRQ
302240,VA2RFQ,Jonquiere,Quebec,Canada,14704500,7,0600,Master,TS1 TS2,VA2NA,,0,Brandmeister
302241,VE2RRV,Chicoutimi,Quebec,Canada,44892500,2,5000,Master,TS1 TS2,VE2XEN,,0,brandmeister
302242,VE2RAO,Gatineau,Quebec,Canada,44195000,1,5000,Peer,TS1 TS2,VA2LOJ,,0,DMRBrandmeister
302243,VE2RCW,StJoseph du Lac,Quebec,Canada,44250000,1,5000,Master,TS1 TS2,VE2DJE,,0,Brandmeister
302244,VE2RAG,Val Cartier,Quebec,Canada,44250000,1,5000,Master,TS1 TS2,VE2DJE,,0,Brandmeister
302245,VE2TRQ,TroisRivieres,Quebec,Canada,44907500,1,5000,Peer,TS1 TS2,VE2IV,,0,Brandmeister 
302246,VA2NA,Jonquierenord,Quebec,Canada,14535000,7,0600,Master,TS1 TS2,VA2NA,,0,Brandmeister
302247,VE2RVL,Mont Tremblant,Quebec,Canada,44220000,1,5000,Master,TS1 TS2,VE2DJE,,0,Brandmeister
302248,VE2RFX4,Sherbrooke,Quebec,Canada,44050000,1,5000,Master,TS1 TS2,VE2BLT,,1,DMRPlus
302249,VE2RFX5,SHERBROOKE,Quebec,Canada,44752500,1,5000,Master,TS1 TS2,VE2BLT,,1,DMRPlus
302250,VE2RHK,CantondeMelbourne,Quebec,Canada,44360000,1,5000,Peer,TS1 TS2,VE2MKJ,,0,DMRQ
302251,VE2RIX,QUEBEC,Quebec,Canada,44862500,7,5000,Peer,TS1 TS2,VE2JTX,,0,BrandMeister
302252,VE2RAU,SaintPie,Quebec,Canada,14677500,1,0600,Peer,TS1 TS2,VE2MKJ,,0,DMRQ
302253,VE2RRS,Quebec,Quebec,Canada,44252500,1,5000,Master,TS1 TS2,VE2ABC,,0,	Brandmeister
302254,VA2LF,Quebec,Quebec,Canada,14697000,1,0600,Master,TS1,VA2PRC,,0,Mixed Mode
302255,VA2RSL,QUEBEC,Quebec,Canada,44837500,7,5000,Peer,TS1 TS2,VE2JTX,,0,dmrq
302256,VE2RRX,La Baie,Quebec,Canada,14676000,7,0600,Peer,TS1 TS2,VE2XEN,,0,Brandmeister
302257,VE2BLT,Sherbrooke,Quebec,Canada,44255000,11,5000,Peer,TS1 TS2,VE2BLT,,0,DMRplus
302258,VE2RKK,La Tuque,Quebec,Canada,14665500,7,0600,Peer,TS1 TS2,VA2NA,,0,Brandmeister
302259,VE2RFV,Roberval,Quebec,Canada,14706000,7,0600,Peer,TS1 TS2,VA2NA,,0,Brandmeister
302260,VE2PDS,Rimouski,Quebec,Canada,44210000,5,5000,Peer,Mixed Mode,VE2EB,,0,Brandmeister
302262,VE2YUU,Blainville,Quebec,Canada,44205000,1,5000,None,TS1 TS2,VE2YU,,0,Canada
302263,VA2RMP,Montreal,Quebec,Canada,44862500,1,5000,None,TS1 TS2,VE2YI,,0,mixed mode
302264,VE2RVO,Sherbrooke,Quebec,Canada,44250000,7,5000,Master,TS1 TS2,VE2VF,,0,Brandmeister
302265,VE2RFJ,st fidele,Quebec,Canada,14553000,7,0600,Peer,TS1 TS2,VE2EIM,,0,Brandmeister
302266,VE2RTJ,trois pistoles,Quebec,Canada,14735000,7,0600,Peer,TS1 TS2,VE2EIM,,0,Brandmeister
302267,VE2VYZ,Sherbrooke,Quebec,Canada,43325000,1,00,Peer,TS1 TS2,VA2SS,,1,DMR
302268,VE2UCD,QUEBEC,Quebec,Canada,44862500,7,5000,Peer,TS1 TS2,VE2JTX,,0,DMRQ
302269,VA2RJB,Chisasibi,Quebec,Canada,44862500,7,5000,Peer,TS1 TS2,VA2RC,,0,DMRQ
302300,VE3RGM,London,Ontario,Canada,44461250,7,5000,Peer,TS1 TS2,VE3NMZ,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 2  Local 2 connected to KitchenerbrbrYou Must Have ARS Disabled in Your RadiobrbrContact Jim Wake VE3NMZbrEmail jimwakespectrumpagingca,1,DMRMARC Canada
302301,VE3DWR,Kitchener,Ontario,Canada,44453750,7,5000,Peer,TS1 TS2,VE3NXT,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 2  Local2brconnected to LondonbrTime Slot 2  Group 9  Local9brbrYou Must Have ARS Disabled in Your RadiobrbrCoverage Area httpwwwdmrmarcnetimagesve3nxscoveragejpgbrbrContact Bob Moyer VE3NXTbrEmail rbmoyergmailcom,1,DMRMARC Canada
302302,VE3BNI,Milton,Ontario,Canada,44398750,1,5000,Peer,TS1 TS2,VE3BNI,,0,DMRMARC  Canada
302303,VA3XPR,Toronto,Ontario,Canada,44233750,1,5000,Peer,TS1 TS2,VA3XFT,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 1  Group Call 8  Golden Horseshoe AreabrTime Slot 1  Group Call 9  Local 2brTime Slot 1  Group Call 9998  ParrotbrTime Slot 1  Group Call 113  UAE 1brTime Slot 1  Group Call 123  UAE 2brTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 2  Local 1brbrYou Must Have ARS Disabled Within Your RadiobrbrCoverage Map httpwwwva3xprnetva3xpr1brbrContact Don Trynor VA3XFTbrEmail va3xprgmailcombrWebsite httpwwwva3xprnet,1,DMRMARC Canada
302304,VE3UUU,Windsor,Ontario,Canada,44440000,7,5000,Peer,TS1 TS2,VE3EXT,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 1  Group Call 9  Local 2brTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 2  Local 1brbrYou Must Have ARS Disabled in Your RadiobrbrCoverage Map httpdmrmarcnetimagesve3uuucoveragejpgbrbrContact Don Easby VE3WFDbrEmail ve3wfdgmailcom,1,DMRMARC Canada
302305,VE3BTE,Peterborough,Ontario,Canada,44313750,1,5000,Peer,TS1 TS2,VA3RZS,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 2  Localbr brYou Must Have ARS Disabled Within Your Radiobr brCoverage Map httpdmrmarcnetimagesve3btecoveragejpgbrbrContact Richard Szajkowski VA3RZSbrEmail va3rzsgmailcom,1,DMRMARC Canada
302306,VE3URU,Ballantrae,Ontario,Canada,44338750,1,5000,Peer,TS1 TS2,VE3BNI,,0,DMRMARC  Canada
302307,VA3RFT,Ottawa,Ontario,Canada,44447500,1,5000,Peer,TS1 TS2,VA3YOW,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 2  LocalbrbrYou Must Have ARS Disabled in Your RadiobrbrContact Peter Devanney VA3YOWbrEmail peterdevanneyca,0,DMRMARC Canada
302308,VA3URU,Orillia,Ontario,Canada,44468250,1,5000,Peer,TS1 TS2,VE3BNI,,0,DMRMARC  Canada
302309,VA3BMI,Raglan,Ontario,Canada,44213750,0,5000,Peer,TS1 TS2,VE3BNI,,0,DMRMARC  Canada
302310,VE3TOM,Leamington,Ontario,Canada,44326250,7,5000,Peer,TS1 TS2,VE3UCY,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 1  Group Call 9  Local 2brTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 2  Local 1brbrYou Must Have ARS Disabled in Your RadiobrbrContact Mike Ciacelli VE3UCYbrEmail mciacellisympaticoca,1,DMRMARC Canada
302311,VA3XPR,Fonthill,Ontario,Canada,44271250,1,5000,Master,TS1 TS2,VA3XFT,Time Slot 1  Group Call 1  World WidebrTime Slot 1  Group Call 13  WW EnglishbrTime Slot 1  Group Call 3  North AmericabrTime Slot 1  Group Call 302  Canada brTime Slot 1  Group Call 310  TAC310 brTime Slot 1  Group Call 9999  Audio TestbrTime Slot 1  Group Call 8  Golden Horseshoe AreabrTime Slot 1  Group Call 9  Local 2brTime Slot 1  Group Call 9998  ParrotbrTime Slot 1  Group Call 113  UAE 1brTime Slot 1  Group Call 123  UAE 2brTime Slot 2  Group Call 3023  OntariobrTime Slot 2  Group Call 3022  QuebecbrTime Slot 2  Group Call 3024  Manitoba brTime Slot 2  Group Call 3026  Alberta brTime Slot 2  Group Call 3029  New Brunswick brTime Slot 2  Group Call 3027  British ColumbiabrTime Slot 2  Group Call 2  Local 1brbrYou Must Have ARS Disabled Within Your RadiobrbrCoverage Map httpwwwva3xprnetva3xpr2brbrContact Don Trynor VA3XFTbrEmail va3xprgmailcombrWebsite httpwwwva3xprnet,1,DMRMARC Canada
